100,252
200,502
300,729
400,963
500,998
600,1346
700,1389
800,1618
900,1786
1000,2005
1100,2210
1200,2355
1300,2589
1400,2675
1500,3120
1600,3186
1700,3346
1800,3594
1900,3714
2000,3975
2100,4099
2200,4552
2300,4188
2400,4577
2500,4764
2600,5083
2700,5546
2800,5602
2900,5850
3000,5713
3100,6020
3200,6270
3300,6715
3400,6961
3500,7407
3600,8642
3700,8096
3800,8056
3900,8879
4000,9022
4100,8958
4200,10489
4300,9021
4400,9493
4500,9704
4600,9374
4700,10709
4800,9673
4900,11357
