100,273
200,508
300,686
400,885
500,1037
600,1164
700,1262
800,1346
900,1461
1000,1688
1100,1874
1200,1906
1300,2029
1400,2158
1500,2292
1600,2399
1700,2483
1800,2449
1900,2508
2000,2673
2100,2860
2200,3061
2300,3030
2400,3072
2500,3160
2600,3131
2700,3212
2800,3350
2900,3139
3000,3366
3100,3327
3200,3300
3300,3590
3400,3569
3500,3578
3600,3669
3700,3656
3800,3718
3900,3617
4000,4097
4100,3810
4200,3827
4300,4045
4400,4026
4500,4250
4600,4264
4700,3894
4800,3913
4900,4072
