100,130
200,131
300,133
400,149
500,78
600,80
700,75
800,65
900,74
1000,80
1100,69
1200,64
1300,63
1400,64
1500,74
1600,64
1700,73
1800,62
1900,61
2000,66
2100,66
2200,66
2300,88
2400,95
2500,83
2600,88
2700,129
2800,94
2900,88
3000,152
3100,155
3200,99
3300,100
3400,87
3500,84
3600,91
3700,162
3800,103
3900,75
4000,92
4100,80
4200,234
4300,195
4400,102
4500,96
4600,70
4700,72
4800,114
4900,71
