100,92
200,96
300,92
400,89
500,73
600,84
700,114
800,103
900,103
1000,96
1100,88
1200,82
1300,90
1400,86
1500,78
1600,75
1700,85
1800,86
1900,80
2000,79
2100,90
2200,85
2300,92
2400,82
2500,80
2600,80
2700,87
2800,90
2900,92
3000,85
3100,101
3200,93
3300,100
3400,78
3500,80
3600,84
3700,85
3800,75
3900,85
4000,85
4100,80
4200,82
4300,96
4400,101
4500,105
4600,89
4700,82
4800,84
4900,97
